fen,score_cp
"r2qk2r/4bpp1/b2p4/pNnPp3/P5Pp/7P/1P3PB1/R1BQR1K1 b kq - 2 18",42
"r2qk2r/4bpp1/p2pbn2/1p2p2p/2n1P3/1NNBBP2/PPP2QPP/1K1R3R w kq - 6 14",20
"r2qk2r/4bpp1/p2pbn2/4p2p/2p1P3/1NN1BP2/PPP2QPP/1K1R3R w kq - 0 15",13
"r2qk2r/4bpp1/p3pn1p/P1Pb4/1p6/5NP1/1P2PPBP/RN1Q1RK1 b kq - 0 15",69
"r2qk2r/4bpp1/p3pn1p/P1pb4/1p1P4/5NP1/1P2PPBP/RN1Q1RK1 w kq - 1 15",21
"r2qk2r/4bpp1/pn1pbn2/1p2p2p/4P3/1NNBBP2/PPPQ2PP/1K1R3R w kq - 4 13",22
"r2qk2r/4bppp/2p1bn2/3p4/p7/2PBBP2/PP1NQ1PP/R3R1K1 w kq - 0 15",6
"r2qk2r/4bppp/2p1bn2/3p4/p4P2/2PBB3/PP1NQ1PP/R3R1K1 b kq - 0 15",45
"r2qk2r/4bppp/2p1bn2/p2p4/8/2PBBP2/PP1NQ1PP/R3R1K1 b kq - 1 14",13
"r2qk2r/4bppp/2p1bn2/p2p4/8/2PBBP2/PP2Q1PP/RN2R1K1 w kq - 0 14",0
"r2qk2r/4bppp/p1p1bn2/3p4/8/2PBBP2/PP2Q1PP/RN2R1K1 b kq - 2 13",22
"r2qk2r/4bppp/p1p1bn2/3p4/8/2PB1P2/PP2Q1PP/RNB1R1K1 w kq - 1 13",6
"r2qk2r/4bppp/p1p2n2/3p4/6b1/2PB1P2/PP2Q1PP/RNB1R1K1 b kq - 0 12",24
"r2qk2r/4bppp/p1p2n2/3p4/6b1/2PB4/PP2QPPP/RNB1R1K1 w kq - 2 12",29
"r2qk2r/5pp1/p3pn1p/P1bb4/Qp6/5NP1/1P2PPBP/RN3RK1 b kq - 1 16",7
"r2qk2r/5pp1/p3pn1p/P1bb4/1p6/5NP1/1P2PPBP/RN1Q1RK1 w kq - 0 16",49
"r2qk2r/bpp2pp1/p1npbn1p/4p3/1P2P3/1BPP1N1P/P2N1PP1/R1BQK2R w KQkq - 2 10",26
"r2qk2r/bpp2pp1/p1npbn1p/4p3/1P2P3/2PP1N1P/P1BN1PP1/R1BQK2R b KQkq - 3 10",52
"r2qk2r/p1p1bppp/5n2/3p4/8/5Q2/PPP2PPP/RNB2RK1 w kq - 2 12",54
"r2qk2r/p1p2ppp/1b6/2ppPb2/5P2/2P1BN2/PP1Q2PP/R4RK1 b kq - 0 16",6
"r2qk2r/p1p2ppp/1b6/2ppPb2/5P2/4BN2/PPPQ2PP/R4RK1 w kq - 1 16",47
"r2qk2r/p1p2ppp/1b6/3pPb2/2p2P2/2P1BN2/PP1Q2PP/R4RK1 w kq - 0 17",60
"r2qk2r/p1pb1ppp/1b6/2ppP3/4nP2/4BN2/PPPN2PP/R2Q1RK1 b kq - 1 14",15
"r2qk2r/p1pb1ppp/1b6/2ppP3/5P2/4BN2/PPPQ2PP/R4RK1 b kq - 0 15",18
"r2qk2r/p1pb1ppp/1bp5/3pP3/3NnP2/4B3/PPPN2PP/R2Q1RK1 b kq - 4 13",16
"r2qk2r/p1pb1ppp/1bp5/3pP3/3NnP2/4B3/PPP3PP/RN1Q1RK1 w kq - 3 13",4
"r2qk2r/p1pb1ppp/2p5/2bpP1n1/3N1P2/8/PPP3PP/RNBQ1RK1 b kq - 0 11",14
"r2qk2r/p1pb1ppp/2p5/2bpP3/3Nn3/5P2/PPP3PP/RNBQ1RK1 b kq - 0 10",1
"r2qk2r/p1pb1ppp/2p5/2bpP3/3Nn3/8/PPP2PPP/RNBQ1RK1 w kq - 2 10",17
"r2qk2r/p1pb1ppp/2p5/2bpP3/3NnP2/4B3/PPP3PP/RN1Q1RK1 b kq - 2 12",6
"r2qk2r/p1pb1ppp/2p5/2bpP3/3NnP2/8/PPP3PP/RNBQ1RK1 w kq - 1 12",26
"r2qk2r/p1pnbppp/1pb1pn2/8/3P4/3B1N2/PPPN1PPP/R1BQR1K1 w kq - 0 10",48
"r2qk2r/p2nbppp/bpp1p3/3p4/2PP4/1P4P1/P2BPPBP/RN1Q1RK1 w kq - 0 11",30
"r2qk2r/p4pp1/2ppb2n/2p1p1pP/4P3/1P1PNQ2/P1PB1PP1/2KR3R b kq - 5 15",50
"r2qk2r/p4pp1/2ppb2n/2p1p1pP/4P3/1P1PNQ2/P1PB1PP1/R3K2R w KQkq - 4 15",50
"r2qk2r/p6p/1ppnbb2/3p1pp1/N2P4/4B1P1/PPQ1PPBP/3R1RK1 b kq - 1 16",100
"r2qk2r/pb1n1ppp/1ppbpn2/3p4/2PP4/1PN1PN2/P3BPPP/R1BQ1RK1 w kq - 1 9",24
"r2qk2r/pb1n1ppp/2p1pn2/1p4B1/PbpP4/2N1PN2/1PQ1BPPP/R4RK1 b kq - 4 10",45
"r2qk2r/pb1nbppp/1pp1pn2/3p4/2PP4/1PNBPN2/P1Q2PPP/R1B1K2R w KQkq - 2 9",61
"r2qk2r/pb1pbp1p/1pn2np1/2p2Q2/4P3/5NP1/PP3PBP/RNBR2K1 w kq - 0 13",57
"r2qk2r/pb1pbp1p/1pn2np1/2p5/4PQ2/5NP1/PP3PBP/RNBR2K1 b kq - 1 13",2
"r2qk2r/pb1pbppp/1p2pn2/n1p5/3PP3/P1PB1N2/1P2QPPP/RNB2RK1 w kq - 1 9",83
"r2qk2r/pb1pbppp/1p2pn2/n7/2pPP3/P1PB1N2/1P1NQPPP/R1B2RK1 w kq - 0 10",95
"r2qk2r/pb1pbppp/1pn1pn2/2p5/3PP3/2PB1N2/PP2QPPP/RNB2RK1 w kq - 5 8",58
"r2qk2r/pb1pbppp/1pn2n2/2p2Q2/8/5NP1/PP2PPBP/RNBR2K1 w kq - 6 12",106
"r2qk2r/pb1pbppp/1pn2n2/2p2Q2/4P3/5NP1/PP3PBP/RNBR2K1 b kq - 0 12",16
"r2qk2r/pb1pbppp/1pn5/2pn1Q2/8/5NP1/PP2PPBP/RNBR2K1 b kq - 5 11",39
"r2qk2r/pb1pbppp/1pn5/2pn4/8/5NP1/PPQ1PPBP/RNBR2K1 w kq - 4 11",57
"r2qk2r/pbn1ppbp/1pn3p1/2p5/Q7/P1NPB1P1/1P1NPPBP/R3K2R b KQkq - 3 11",48
"r2qk2r/pbpn1pp1/1p1p1n1p/4p3/4P3/P1PBB3/1PPN1PPP/R2QK2R w KQkq - 2 10",34
"r2qk2r/pbpn1ppp/1p2pb2/8/3P4/P2BBN2/1PP2PPP/R2Q1RK1 w kq - 2 11",59
"r2qk2r/pp1Npp1p/2p1b1p1/3n4/Q2P4/2N5/PP2PPPP/R3KB1R b KQkq - 0 11",29
"r2qk2r/pp1b3p/2p1pb2/3p1pp1/2PPn3/1QN1B1P1/PP2PPBP/R4RK1 b kq - 1 12",55
"r2qk2r/pp1b3p/2p1pb2/3p1pp1/2PPn3/2N1B1P1/PP2PPBP/R2Q1RK1 w kq - 0 12",58
"r2qk2r/pp1b3p/2pn1b2/3p1pp1/3P4/1QN1B1P1/PP2PPBP/3R1RK1 b kq - 1 14",88
"r2qk2r/pp1b3p/2pnpb2/3P1pp1/3P4/1QN1B1P1/PP2PPBP/R4RK1 b kq - 0 13",60
"r2qk2r/pp1bpp1p/2p3p1/3n4/Q2P4/2N1P3/PP3PPP/R3KB1R b KQkq - 0 12",57
"r2qk2r/pp1bpp1p/2p3p1/3n4/Q2P4/2N5/PP2PPPP/R3KB1R w KQkq - 0 12",2
"r2qk2r/pp1bpp1p/6p1/1Bp5/Q2P4/2n1P3/PP3PPP/R3K2R w KQkq - 0 14",8
"r2qk2r/pp1bpp1p/6p1/2pn4/Q2P4/2N1P3/PP3PPP/R3KB1R w KQkq - 0 13",5
"r2qk2r/pp1n1ppp/2pbpn2/3p4/2P3b1/1P2PN2/PB1PBPPP/RN1Q1RK1 w kq - 0 8",1
"r2qk2r/pp1n1ppp/2pbpn2/3p4/2P3b1/1PN1PN2/PB1PBPPP/R2Q1RK1 b kq - 1 8",13
"r2qk2r/pp1n1ppp/2pbpn2/3p4/2PP2b1/1P3NP1/PB2PPBP/RN1Q1RK1 b kq - 0 8",4
"r2qk2r/pp1n2pp/2pb2n1/3p1p2/3PpP2/2P5/PP1NB2P/R1BQNRK1 w kq - 1 13",108
"r2qk2r/pp1nbpp1/2p1pn1p/7P/PP1P1B2/2PQ1NN1/5PP1/R3K2R w KQkq - 1 15",21
"r2qk2r/pp1nbppp/2n1p1b1/3p4/3P1BP1/2N2N1P/PP2PPB1/R2Q1RK1 b kq - 6 13",39
"r2qk2r/pp1nbppp/2p1pn2/5b2/2QP4/4PNP1/PP3PBP/RNB2RK1 b kq - 0 9",15
"r2qk2r/pp1nbppp/2n1p3/1B1p1b2/3P1B2/2N1PN2/PP3PPP/R2Q1RK1 w kq - 4 10",30
"r2qk2r/pp1nbppp/2p1pn2/5b2/2QP4/5NP1/PP2PPBP/RNB2RK1 w kq - 4 9",31
"r2qk2r/pp1nbppp/2p1pnb1/3p4/2PP4/3BPN2/PPQN1PPP/R1B2RK1 w kq - 4 9",25
"r2qk2r/pp1nbppp/2p2n2/7b/3PN3/5NPP/PP2QPB1/R1B1K2R w KQkq - 3 12",76
"r2qk2r/pp1nbppp/4p3/3n4/3N4/1P2P3/P4PPP/RNBQ1RK1 w kq - 1 11",10
"r2qk2r/pp1nbppp/4pn2/8/3NP3/1P6/P3QPPP/RNB2RK1 b kq - 2 12",15
"r2qk2r/pp1nbppp/4p3/3n4/3NP3/1P6/P4PPP/RNBQ1RK1 b kq - 0 11",14
"r2qk2r/pp1nbppp/4pn2/8/3NP3/1P6/P4PPP/RNBQ1RK1 w kq - 1 12",1
"r2qk2r/pp1nnppp/2p2b2/3pp3/NP1PP3/2P2Q1P/P3BPP1/R1B2RK1 w kq - 0 12",52
"r2qk2r/pp1nnppp/2p1pb2/3p4/NP2P3/2P2Q1P/P2PBPP1/R1B2RK1 w kq - 1 11",29
"r2qk2r/pp1nnppp/2p2b2/3pp3/NP1PP3/2P2Q1P/PB2BPP1/R4RK1 b kq - 1 12",15
"r2qk2r/pp1nppbp/2pp1np1/8/3PP3/2N1BB2/PPP2PPP/R2Q1RK1 w kq - 1 9",68
"r2qk2r/pp2bpp1/2n1bn1p/2pp4/3P4/1PN2NP1/P3PPBP/R1BQ1RK1 w kq - 1 10",45
"r2qk2r/pp2bpp1/2n2n2/2p1p2p/3pPP2/3P2PP/PPP1Q1B1/RNB2RK1 w kq - 1 13",75
"r2qk2r/pp2bpp1/2n2n2/2p1p3/2NpPP1p/3P2PP/PPP1Q1B1/R1B2RK1 b kq - 1 14",79
"r2qk2r/pp2bpp1/2n2n2/2p1p3/3pPP1p/3P2PP/PPPNQ1B1/R1B2RK1 w kq - 0 14",35
"r2qk2r/pp2bpp1/2n5/2p1p2n/2NpPPQp/3P2PP/PPP3B1/R1B2RK1 b kq - 3 15",31
"r2qk2r/pp2bpp1/2n5/2p1p2n/2NpPP1p/3P2PP/PPP1Q1B1/R1B2RK1 w kq - 2 15",1
"r2qk2r/pp2bpp1/2n5/2p1p3/2NpPPQp/3P2nP/PPP2RB1/R1B3K1 b kq - 1 16",81
"r2qk2r/pp2bpp1/2p1b3/7p/2PnB3/2NPBPP1/PP5P/R2QR1K1 b kq - 2 15",133
"r2qk2r/pp2bpp1/2p5/7p/2PnB1b1/2NP1PP1/PP5P/R1BQR1K1 b kq - 0 14",121
"r2qk2r/pp2bppp/1np1pn2/7b/2N5/1P3NPP/PB1PPPB1/R2Q1RK1 w kq - 4 11",100
"r2qk2r/pp2ppbp/2n1b1p1/2Pp4/3P1N2/2n1B3/PP3PPP/R2QKB1R w KQkq - 0 11",4
"r2qk2r/pp2ppbp/2n1b1p1/2Pp4/3P1N2/2P1B3/P4PPP/R2QKB1R b KQkq - 0 11",18
"r2qk2r/pp2ppbp/2n1b1p1/2Pp4/3PnN2/2N1B3/PP3PPP/R2QKB1R b KQkq - 3 10",32
"r2qk2r/pp3pb1/1np4p/3p1Qp1/3P4/2N1PNP1/PP3PP1/R3K2R b KQkq - 0 14",0
"r2qk2r/pp3pb1/1np4p/3p1bp1/3P4/2N1PNP1/PPQ2PP1/R3K2R w KQkq - 0 14",20
"r2qk2r/pp3pb1/2p4p/3p1Qp1/2nP4/2N1PNP1/PP3PP1/2KR3R b kq - 2 15",32
"r2qk2r/pp3pb1/2p4p/3p1Qp1/2nP4/2N1PNP1/PP3PP1/R3K2R w KQkq - 1 15",20
"r2qk2r/pp3pbp/2p1b1p1/2p5/3nP3/2NPB2P/PPPQ2PN/R4RK1 w kq - 5 14",75
"r2qk2r/pp3pp1/1npbb3/5p1p/2pPP3/6P1/PPQNNPBP/R4RK1 b kq - 0 12",114
"r2qk2r/pp3pp1/1npbb3/7p/2pPN3/6P1/PPQ1NPBP/R4RK1 b kq - 0 13",122
"r2qk2r/pp3pp1/1npbb3/8/2pPN2p/6P1/PPQ1NPBP/R3R1K1 b kq - 1 14",121
"r2qk2r/pp3pp1/2n2b2/2p1P3/2NpP1Qp/3P2nP/PPP2RB1/R1B3K1 b kq - 0 17",79
"r2qk2r/pp3pp1/5b2/2p1N3/3pP1Qp/3P2nP/PPP2RB1/R1B3K1 b kq - 0 18",130
"r2qk2r/pp3pp1/8/2p1b1B1/3pP1Qp/3P2nP/PPP2RB1/R5K1 b kq - 1 19",138
"r2qk2r/pp3ppp/2n2n2/1B2pb2/8/B1PP1N2/P1P2PPP/R2QK2R b KQkq - 0 1",1
"r2qk2r/pp3ppp/2n2n2/1B2pb2/8/B1PP1N2/P1P2PPP/R2QK2R w KQkq - 0 1",315
"r2qk2r/pp3ppp/2n2n2/1B6/4Q3/B1PP1N2/P1P2PPP/R3K2R b KQkq - 0 1",198
"r2qk2r/pp3ppp/2n2n2/1B2pb2/8/B1PP1N2/P1P2PPP/R2QK2R w Qkq - 0 1",294
"r2qk2r/pp3ppp/2n2n2/2bp1p2/5B2/2P1P3/PP3PPP/RN1QKB1R w KQkq - 1 9",51
"r2qk2r/pp3ppp/2n2n2/2bp1p2/5B2/2P1P3/PP2BPPP/RN1QK2R b KQkq - 2 9",2
"r2qk2r/pp3ppp/2n5/1B4n1/4Q3/B1PP1N2/P1P2PPP/R3K2R b KQkq - 0 1",198
"r2qk2r/pp3ppp/2n5/2bp1p2/4nB2/2P1P3/PP2BPPP/RN1QK2R w KQkq - 3 10",43
"r2qk2r/pp4pp/2pbn1n1/3p1p2/2PPpP2/8/PP1NB1NP/R1BQ1RK1 w kq - 1 15",131
"r2qk2r/pp4pp/3bn1n1/3p1p2/3PpP2/8/PP1NB1NP/R1BQ1RK1 w kq - 0 16",145
"r2qk2r/pp5p/2pnbb2/3p1pp1/N2P4/1Q2B1P1/PP2PPBP/3R1RK1 b kq - 3 15",48
"r2qk2r/ppp1nppp/2n1p3/3p4/1bPP4/1QN1PP2/PP3P1P/R1B1KB1R w KQkq - 3 8",36
"r2qk2r/ppp1p1bp/2n3p1/3p4/3P2b1/6P1/PPP1NPBP/R1BQK2R w KQkq - 4 10",65
"r2qk2r/ppp1ppb1/2n2np1/3p1b1p/3P4/1P3NP1/PBP1PPBP/RN1Q1RK1 w kq - 2 8",70
"r2qk2r/ppp2pb1/2n1pnp1/3p1b1p/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1 w kq - 0 9",80
"r2qk2r/ppp2pb1/2n1pnp1/3pNb2/2PP4/1P4P1/PB1NPPB1/R2Q1RK1 b kq - 0 11",2
"r2qk2r/ppp2pb1/2n1pnp1/3pNb2/2PP4/1P4p1/PB1NPPBP/R2Q1RK1 w kq - 0 11",16
"r2qk2r/ppp2pb1/4p1p1/3PPb2/6n1/1P4P1/PB1NPPB1/R2Q1RK1 b kq - 0 13",12
"r2qk2r/ppp2pb1/4p1p1/3pPb2/2P3n1/1P4P1/PB1NPPB1/R2Q1RK1 w kq - 1 13",0
"r2qk2r/ppp2pb1/4pnp1/3pPb2/2P5/1P4P1/PB1NPPB1/R2Q1RK1 b kq - 0 12",7
"r2qk2r/ppp2pb1/4pnp1/3pnb2/2PP4/1P4P1/PB1NPPB1/R2Q1RK1 w kq - 0 12",5
"r2qk2r/ppp2pb1/6p1/4Pb2/4p1n1/1P4P1/PB1NQPB1/R4RK1 b kq - 1 15",145
"r2qk2r/ppp2pb1/6p1/4Pb2/4p1n1/1P4P1/PB1N1PB1/R2Q1RK1 w kq - 0 15",8
"r2qk2r/ppp2pb1/6p1/4Pb2/6n1/1P2P1P1/PB1NQ1B1/R4RK1 b kq - 0 16",85
"r2qk2r/ppp2ppp/1n2pn2/8/b1pPP3/2P1BN2/P3BPPP/RQ3RK1 b kq - 2 11",43
"r2qk2r/ppp2ppp/1n2pn2/8/b1pPP3/2P1BN2/P1Q1BPPP/R4RK1 w kq - 1 11",53
"r2qk2r/ppp2ppp/2nbbn2/1B1p4/3P4/2N2N2/PPP1QPPP/R1B1K2R w KQkq - 8 8",19
"r2qk2r/ppp2ppp/4b3/nPb1P3/3N4/8/P4PPP/RNBQR1K1 w kq - 1 13",87
"r2qk2r/ppp2ppp/5n2/3Pp3/1b6/2N2QPP/PPPP1P2/R1B1K2R w KQkq - 1 10",20
"r2qk2r/ppp3bp/2npbpp1/2n1p3/2P1P2P/2NPB1P1/PP2NPB1/R2QK2R w KQkq - 2 11",114
"r2qk2r/ppp3pp/4p3/nPb1P3/8/8/P4PPP/RNBQR1K1 w kq - 0 14",29
"r2qk2r/ppp3pp/4p3/nPb1P3/6Q1/8/P4PPP/RNB1R1K1 b kq - 1 14",49
"r2qk2r/pppb1ppp/1n2pn2/8/1bpPP3/2N1BN2/PPQ1BPPP/R4RK1 b kq - 6 9",8
"r2qk2r/pppb1ppp/1n2pn2/8/1bpPP3/2N1BN2/PPQ1BPPP/R3K2R w KQkq - 5 9",51
"r2qk2r/pppb1ppp/1n2pn2/8/2pPP3/2P1BN2/P1Q1BPPP/R4RK1 b kq - 0 10",10
"r2qk2r/pppb1ppp/1n2pn2/8/2pPP3/2b1BN2/PPQ1BPPP/R4RK1 w kq - 0 10",4
"r2qk2r/pppn1ppp/3bpn2/3p4/2P3b1/1P2PN2/PB1PBPPP/RN1Q1RK1 b kq - 0 7",3
"r2qk2r/pppn1ppp/3bpn2/3p4/6b1/1P2PN2/PBPPBPPP/RN1Q1RK1 w kq - 4 7",6
"r2qk2r/pppnbppp/2b1pn2/8/3P4/3B1N2/PPPN1PPP/R1BQ1RK1 w kq - 9 9",67
"r2qkb1r/1R1b1ppp/p3p3/3pP3/3B1P2/2N3P1/P1PQ3P/4K2R w Kkq - 1 17",35
"r2qkb1r/1R1b1ppp/p3p3/3pP3/3B1P2/2N3P1/P1PQ3P/5RK1 b kq - 2 17",25
"r2qkb1r/1b1n1ppp/p3pn2/1pp5/P2P4/1Q3NP1/1P2PPBP/RNB2RK1 b kq - 0 10",42
"r2qkb1r/1b1n1ppp/p3pn2/2p3B1/Pp1P4/1Q3NP1/1P2PPBP/RN3RK1 b kq - 1 11",7
"r2qkb1r/1b1n1ppp/pn1pp3/1p4P1/3NPP2/P1N1B3/1PP4P/R2QKB1R w KQkq - 1 12",86
"r2qkb1r/1b1n1ppp/pn1pp3/1p4P1/3NPP2/P1NBB3/1PP4P/R2QK2R b KQkq - 2 12",19
"r2qkb1r/1b1p1ppp/p1n1p3/1p6/3NP3/1P6/PBP2PPP/RN1Q1RK1 w kq - 1 10",35
"r2qkb1r/1b1p1ppp/p1n1p3/8/p2NP3/1P6/1BP2PPP/RN1Q1RK1 w kq - 0 11",40
"r2qkb1r/1b1p1ppp/p3p3/1pnnP3/2NN4/1P1B4/P1P2PPP/R1BQR1K1 w kq - 0 12",23
"r2qkb1r/1b1p1ppp/pp2p3/2nnP3/2NN4/1P1B4/P1P2PPP/R1BQ1RK1 w kq - 0 11",33
"r2qkb1r/1b3ppp/p1n1pn2/1p6/3p4/P1N1PN2/BP2QPPP/R1B2RK1 w kq - 0 11",53
"r2qkb1r/1b3ppp/p1n1pn2/1pp5/3P4/P1N1PN2/BP3PPP/R1BQ1RK1 w kq - 2 10",1
"r2qkb1r/1b3ppp/p1n1pn2/1pp5/3P4/P1N1PN2/BP2QPPP/R1B2RK1 b kq - 3 10",5
"r2qkb1r/1b3ppp/p1n1pn2/8/1p1p4/P1N1PN2/BP2QPPP/R1BR2K1 w kq - 0 12",33
"r2qkb1r/1b3ppp/p1p1pn2/1p2N3/P7/3B4/1PPPQPPP/R1B1K2R w KQkq - 0 12",64
"r2qkb1r/1b3ppp/p3pn2/8/1n1p4/2N1PN2/BP2QPPP/R1BR2K1 w kq - 0 13",52
"r2qkb1r/1b3ppp/p3pn2/8/3N4/2N1P3/nP2QPPP/R1BR2K1 w kq - 0 14",30
"r2qkb1r/1b3ppp/p3pn2/8/3N4/2N1P3/RP2QPPP/2BR2K1 b kq - 0 14",23
"r2qkb1r/1bpn1p1p/pp1ppnp1/8/P1NP1B2/4PN2/1PP1BPPP/R2Q1RK1 b kq - 1 9",19
"r2qkb1r/1bpn1p1p/pp1ppnp1/8/P2P1B2/4PN2/1PPNBPPP/R2Q1RK1 w kq - 0 9",79
"r2qkb1r/1bpp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq - 2 7",70
"r2qkb1r/1p1N1ppp/p3pnb1/3p4/Q5PP/2N5/PP1PPPB1/R1B1K2R b KQkq - 0 11",3
"r2qkb1r/1p1b1pp1/p1nppn1p/6B1/3NP3/2N5/PPPQ1PPP/1K1R1B1R w kq - 0 10",60
"r2qkb1r/1p1b1ppp/p1nppn2/6B1/3NP3/2N5/PPPQ1PPP/2KR1B1R w kq - 2 9",51
"r2qkb1r/1p1b1ppp/p1nppn2/6B1/3NP3/2N5/PPPQ1PPP/2KR1B1R w kq - 2 9",51
"r2qkb1r/1p1b1ppp/p1nppn2/6B1/3NP3/2N5/PPPQ1PPP/2KR1B1R w kq - 2 9",51
"r2qkb1r/1p1b1ppp/p1nppn2/8/2BNP3/2N1B3/PPP1QPPP/R3K2R w KQkq - 0 9",32
"r2qkb1r/1p1b1ppp/p2ppn2/6B1/3nP3/2N2P2/PPPQ2PP/2KR1B1R w kq - 0 10",41
"r2qkb1r/1p1n1ppp/p1p1pn2/8/3P2b1/P2BBNN1/1PP2PPP/R2QK2R b KQkq - 2 9",15
"r2qkb1r/1p1n1pp1/p2pbn2/4p2p/4P3/1NN1BP2/PPPQ2PP/R3KB1R w KQkq - 2 10",44
"r2qkb1r/1p1n1ppp/p1p1pn2/8/3PN1b1/P2BBN2/1PP2PPP/R2QK2R w KQkq - 1 9",37
"r2qkb1r/1p1n1ppp/p3pnb1/3pN3/Q5PP/2N5/PP1PPPB1/R1B1K2R w KQkq - 0 11",58
"r2qkb1r/1p2ppp1/p1n2n1p/3p1b2/3P4/P1N2N1P/1P1BPPP1/2RQKB1R w Kkq - 0 13",44
"r2qkb1r/1p2pppp/p1n2n2/3p1b2/3P1B2/2N1P3/PP2BPPP/R2QK1NR w KQkq - 2 8",72
"r2qkb1r/1p2pppp/p1n2n2/3p1b2/3P1B2/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 8",45
"r2qkb1r/1p2pppp/p1n2n2/3p1b2/3P4/P1N2N2/1P1BPPPP/2RQKB1R w Kkq - 1 12",90
"r2qkb1r/1p2pppp/p1n2n2/3p1b2/3P4/P1N2N1P/1P1BPPP1/2RQKB1R b Kkq - 0 12",5
"r2qkb1r/1p2pppp/p1n2n2/3p4/3P1B2/2NbPN2/PP3PPP/R2QK2R w KQkq - 0 9",0
"r2qkb1r/1p3pp1/p1n1pn1p/3p1b2/3P1B2/P1N2N1P/1P2PPP1/2RQKB1R w Kkq - 0 14",32
"r2qkb1r/1p3pp1/p1n1pn1p/3p1b2/3P1B2/P1N1PN1P/1P3PP1/2RQKB1R b Kkq - 0 14",4
"r2qkb1r/1p3ppp/p1n1pn2/3p1b2/3P1B2/2N1PN2/PP2BPPP/R2QK2R w KQkq - 0 9",51
"r2qkb1r/1p3ppp/p1n1pn2/3p1b2/3P1B2/1QN1PN2/PP2BPPP/R3K2R b KQkq - 1 9",17
"r2qkb1r/1p3ppp/p1n1pn2/3p4/3P1B2/2NQPN2/PP3PPP/R3K2R w KQkq - 0 10",15
"r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 2 9",52
"r2qkb1r/1pp2ppp/2npbn2/8/2P1P3/1pN5/PB1Q1PPP/3RKBNR w Kkq - 0 10",51
"r2qkb1r/1pp2ppp/2npbn2/8/p1P1P3/1PN5/PB1Q1PPP/R3KBNR w KQkq - 0 9",43
"r2qkb1r/1pp2ppp/2npbn2/p7/2P1P3/1PN5/P2Q1PPP/R1B1KBNR w KQkq - 0 8",69
"r2qkb1r/2p2ppp/2npbn2/1p6/2P1P3/1PN5/1B1Q1PPP/3RKBNR w Kkq - 0 11",130
"r2qkb1r/2p2ppp/3p1n2/1P6/1Pb1P3/2N5/1B1Q1PPP/3RK1NR w Kkq - 0 14",170
"r2qkb1r/2p2ppp/3pbn2/1P6/1Pn1P3/2N5/1B1Q1PPP/3RKBNR w Kkq - 1 13",365
"r2qkb1r/2p2ppp/3pbn2/nP6/4P3/1PN5/1B1Q1PPP/3RKBNR w Kkq - 1 12",145
"r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 1 9",47
"r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 1 9",47
"r2qkb1r/2p2ppp/p1n1b3/1p1pP3/4n3/1BP2N2/PP3PPP/RNBQ1RK1 b kq - 0 9",1
"r2qkb1r/3b1ppp/2n1p3/1p1n4/2pP4/5NP1/1PQ1PPBP/RNB2RK1 w kq - 0 13",95
"r2qkb1r/3b1ppp/p1n1p3/1p1n4/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 w kq - 0 12",94
"r2qkb1r/3b1ppp/p1nppn2/1p6/3NP3/1BN1B3/PPP1QPPP/R3K2R w KQkq - 0 10",36
"r2qkb1r/3b1ppp/p2ppn2/n7/Np1NPP2/1B2B3/PPP1Q1PP/2KR3R b kq - 1 12",59
"r2qkb1r/3b1ppp/p2ppn2/np6/3NP3/1BN1B3/PPP1QPPP/2KR3R w kq - 2 11",28
"r2qkb1r/3b1ppp/p2ppn2/np6/3NPP2/1BN1B3/PPP1Q1PP/2KR3R b kq - 0 11",45
"r2qkb1r/3n1pp1/p3pB1p/2pb4/Pp1P4/5NP1/1P2PPBP/RN1Q1RK1 b kq - 0 13",13
"r2qkb1r/3n1pp1/p2pbn2/1p2p2p/4P3/1NN1BP2/PPPQ2PP/2KR1B1R w kq - 0 11",45
"r2qkb1r/3n1ppp/p3pn2/2pb2B1/Pp1P4/5NP1/1P2PPBP/RN1Q1RK1 b kq - 3 12",37
"r2qkb1r/5pp1/p3pn1p/2pb4/Pp1P4/5NP1/1P2PPBP/RN1Q1RK1 w kq - 0 14",12
"r2qkb1r/5ppp/1np1p1bn/3pP1B1/p2P4/2P2N2/Q2NBPPP/R4RK1 b kq - 3 14",72
"r2qkb1r/p1p2ppp/5n2/3p4/8/5Q2/PPP2PPP/RNB1K2R w KQkq - 0 11",30
"r2qkb1r/p1pb1ppp/2p5/3pP3/3Nn3/8/PPP2PPP/RNBQ1RK1 b kq - 1 9",13
"r2qkb1r/p1pb1ppp/2p5/3pP3/3Nn3/8/PPP2PPP/RNBQK2R w KQkq - 0 9",28
"r2qkb1r/p1pp1ppp/5n2/8/8/5Q2/PPP2PPP/RNB1K2R b KQkq - 0 10",2
